# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 16.11.2020 по 27.12.2020, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.11.2020 03:00";"0.7";"763.6";"764.1";"-1.8";"87";"Ветер, дующий с юга";"4";"10";"10";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"-1.2";"";"";"";"";"";"";
"18.11.2020 00:00";"0.6";"765.4";"765.8";"-1.1";"84";"Ветер, дующий с юга";"3";"";"11";"100%.";" ";"";"";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"-1.8";"";"";"";"";"";"";
"17.11.2020 21:00";"0.5";"766.5";"766.9";"-1.0";"82";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.7";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"-2.2";"Следы осадков";"12";"";"";"";"";
"17.11.2020 18:00";"0.9";"767.5";"767.8";"-0.6";"78";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-2.5";"Следы осадков";"12";"";"";"";"";
"17.11.2020 15:00";"1.0";"768.1";"768.4";"-0.3";"80";"Ветер, дующий с юга";"3";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-2.1";"";"";"";"";"";"";
"17.11.2020 12:00";"1.0";"768.4";"768.7";"0.0";"81";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.9";"";"";"";"";"";"";
"17.11.2020 09:00";"1.7";"768.4";"768.7";"0.3";"81";"Ветер, дующий с юго-юго-востока";"2";"";"10";"100%.";" ";"";"";"1.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.2";"Осадков нет";"12";"";"";"";"";
"17.11.2020 06:00";"2.5";"768.1";"768.5";"-0.3";"77";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"1.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.1";"Осадков нет";"12";"";"";"";"";
"17.11.2020 03:00";"3.0";"768.4";"768.7";"0.3";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"17.11.2020 00:00";"3.1";"768.1";"768.4";"-0.1";"80";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"16.11.2020 21:00";"2.5";"768.2";"768.6";"-0.1";"83";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"2.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-0.1";"Осадков нет";"12";"";"";"";"";
"16.11.2020 18:00";"1.9";"768.3";"768.7";"-0.1";"81";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.0";"Осадков нет";"12";"";"";"";"";
"16.11.2020 15:00";"1.7";"768.4";"768.8";"-0.2";"80";"Ветер, дующий с востоко-юго-востока";"2";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.4";"";"";"";"";"";"";
"16.11.2020 12:00";"1.5";"768.6";"769.0";"0.1";"78";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-1.9";"";"";"";"";"";"";
"16.11.2020 09:00";"1.1";"768.5";"768.9";"-0.3";"80";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"0.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-2.0";"Осадков нет";"12";"";"";"";"";
"16.11.2020 06:00";"1.0";"768.8";"769.2";"-0.5";"84";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"0.7";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.5";"Осадков нет";"12";"";"";"";"";
"16.11.2020 03:00";"1.1";"769.3";"769.6";"-0.5";"78";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.3";"";"";"";"";"";"";
